id,text,url,death_date,name,age,nationality,claim,cause
1231,"Klaus Basikow, 77, German football player and manager.[73]",https://en.wikipedia.org/wiki/Klaus_Basikow,2015-03-05 00:00:00,Klaus Basikow,77,German,football player and manager,
1232,"Vlada Divljan, 56, Serbian musician (Idoli).[74]",https://en.wikipedia.org/wiki/Vlada_Divljan,2015-03-05 00:00:00,Vlada Divljan,56,Serbian,musician,
1233,"Edward Egan, 82, American Roman Catholic prelate, Cardinal, Bishop of Bridgeport (1988–2000), Archbishop of New York (2000–2009).[75]",https://en.wikipedia.org/wiki/Edward_Egan,2015-03-05 00:00:00,Edward Egan,82,American,Roman Catholic prelate,
1234,"Evelyn Furtsch, 100, American sprinter, Olympic gold medalist (1932).[76]",https://en.wikipedia.org/wiki/Evelyn_Furtsch,2015-03-05 00:00:00,Evelyn Furtsch,100,American,sprinter,
1235,"Katherine Godwin, 98, American teacher and educator, First Lady of Virginia (1966–1970, 1974–1978).[77]",https://en.wikipedia.org/wiki/Katherine_Godwin,2015-03-05 00:00:00,Katherine Godwin,98,American,teacher and educator,
1236,"Maigore Kallon, 89, Sierra Leonean politician, Minister of Foreign Affairs (1965–1967, 1996).[78]",https://en.wikipedia.org/wiki/Maigore_Kallon,2015-03-05 00:00:00,Maigore Kallon,89,Sierra Leonean,politician,
1237,"John R. Keennan, 74, American baseball scout (Los Angeles Dodgers).[79]",https://en.wikipedia.org/wiki/John_R._Keennan,2015-03-05 00:00:00,John R. Keennan,74,American,baseball scout,
1238,"Karina Kraushaar, 43, German actress, multiple organ failure.[80]",https://en.wikipedia.org/wiki/Karina_Kraushaar,2015-03-05 00:00:00,Karina Kraushaar,43,German,actress,multiple organ failure
1239,"Umarali Quvvatov, 46, Tajikistani opposition politician and leader of Group 24, shot.[81]",https://en.wikipedia.org/wiki/Umarali_Quvvatov,2015-03-05 00:00:00,Umarali Quvvatov,46,Tajikistani,opposition politician and leader of Group 24,shot
1240,"Fred Latremouille, 69, Canadian radio host.[82]",https://en.wikipedia.org/wiki/Fred_Latremouille,2015-03-05 00:00:00,Fred Latremouille,69,Canadian,radio host,
1241,"Albert Maysles, 88, American documentary filmmaker (Gimme Shelter, Grey Gardens).[83]",https://en.wikipedia.org/wiki/Albert_Maysles,2015-03-05 00:00:00,Albert Maysles,88,American,documentary filmmaker,
1242,"Jim McCann, 70, Irish musician (The Dubliners).[84]",https://en.wikipedia.org/wiki/Jim_McCann_(musician),2015-03-05 00:00:00,Jim McCann,70,Irish,musician,
1243,"ML Procise, 62, American sound engineer.[85]",https://en.wikipedia.org/wiki/ML_Procise,2015-03-05 00:00:00,ML Procise,62,American,sound engineer,
1244,"Erling Sandene, 93, Norwegian judge, Chief Justice of the Supreme Court (1984–1991), County Governor of Møre og Romsdal (1966–1972).[86]",https://en.wikipedia.org/wiki/Erling_Sandene,2015-03-05 00:00:00,Erling Sandene,93,Norwegian,judge,
1245,"Dirk Shafer, 52, American model, actor and director (Man of the Year).[87]",https://en.wikipedia.org/wiki/Dirk_Shafer,2015-03-05 00:00:00,Dirk Shafer,52,American,model,
1246,"Jerry Wilson, 78, American football player (Auburn Tigers, Philadelphia Eagles, Toronto Argonauts).[88]",https://en.wikipedia.org/wiki/Jerry_Wilson_(defensive_end),2015-03-05 00:00:00,Jerry Wilson,78,American,football player,
1247,"Lisa Bonchek Adams, 45, American breast cancer advocate and blogger, breast cancer.[89]",https://en.wikipedia.org/wiki/Lisa_Bonchek_Adams,2015-03-06 00:00:00,Lisa Bonchek Adams,45,American,breast cancer advocate and blogger,breast cancer
1248,"Mick Clark, 78, English rugby league player (Leeds), Parkinson's disease.[90]",https://en.wikipedia.org/wiki/Mick_Clark,2015-03-06 00:00:00,Mick Clark,78,English,rugby league player,Parkinson's disease
1249,"Fred Craddock, 86, American Christian minister, Parkinson's disease.[91]",https://en.wikipedia.org/wiki/Fred_Craddock,2015-03-06 00:00:00,Fred Craddock,86,American,Christian minister,Parkinson's disease
1250,"Ram Sundar Das, 94, Indian politician, Chief Minister of Bihar (1979–1980).[92]",https://en.wikipedia.org/wiki/Ram_Sundar_Das,2015-03-06 00:00:00,Ram Sundar Das,94,Indian,politician,
1251,"Arthur Gratias, 94, American politician.[93]",https://en.wikipedia.org/wiki/Arthur_Gratias,2015-03-06 00:00:00,Arthur Gratias,94,American,politician,
1252,"Paul John, 85, American tribal chief (Yupik peoples).[94]",https://en.wikipedia.org/wiki/Paul_John_(Yupik_elder),2015-03-06 00:00:00,Paul John,85,American,tribal chief,
1253,"Edward L. Keenan, 79, American historian.[95]",https://en.wikipedia.org/wiki/Edward_L._Keenan,2015-03-06 00:00:00,Edward L. Keenan,79,American,historian,
1254,"Ben Kingree, 80, American politician, member of the Tennessee House of Representatives (1967–1969).[96]",https://en.wikipedia.org/wiki/Ben_Kingree,2015-03-06 00:00:00,Ben Kingree,80,American,politician,
1255,"Kishore Te, 36, Indian film editor (Aadukalam), blood clot.[97]",https://en.wikipedia.org/wiki/Kishore_Te,2015-03-06 00:00:00,Kishore Te,36,Indian,film editor,blood clot
1256,"Dan Lewis, 79, American football player (Detroit Lions), diabetes.[98]",https://en.wikipedia.org/wiki/Dan_Lewis_(American_football),2015-03-06 00:00:00,Dan Lewis,79,American,football player,diabetes
1257,"Vasilios Magginas, 66, Greek politician, Minister of Employment (2007).[99]",https://en.wikipedia.org/wiki/Vasilios_Magginas,2015-03-06 00:00:00,Vasilios Magginas,66,Greek,politician,
1258,"Osi Rhys Osmond, 71, Welsh painter and television presenter, cancer.[100]",https://en.wikipedia.org/wiki/Osi_Rhys_Osmond,2015-03-06 00:00:00,Osi Rhys Osmond,71,Welsh,painter and television presenter,cancer
1259,"Andrew Oung, 64, Taiwanese businessman and politician, heart attack.[101]",https://en.wikipedia.org/wiki/Andrew_Oung,2015-03-06 00:00:00,Andrew Oung,64,Taiwanese,businessman and politician,heart attack
1260,"Pheiroijam Parijat Singh, 72, Indian politician.[102]",https://en.wikipedia.org/wiki/Pheiroijam_Parijat_Singh,2015-03-06 00:00:00,Pheiroijam Parijat Singh,72,Indian,politician,
1261,"George Silvernail, 87, Puerto Rican sports shooter.[103]",https://en.wikipedia.org/wiki/George_Silvernail,2015-03-06 00:00:00,George Silvernail,87,Puerto Rican,sports shooter,
1262,"Enrique ""Coco"" Vicéns, 88, Puerto Rican basketball player and politician.[104]",https://en.wikipedia.org/wiki/Enrique_%22Coco%22_Vic%C3%A9ns,2015-03-06 00:00:00,"Enrique ""Coco"" Vicéns",88,Puerto Rican,basketball player and politician,
1263,"Gregorio Bundio, 86, Argentine football player and coach (El Salvador national team).[105]",https://en.wikipedia.org/wiki/Gregorio_Bundio,2015-03-07 00:00:00,Gregorio Bundio,86,Argentine,football player and coach,
1264,"Izola Curry, 98, American assailant, attempted to kill Martin Luther King Jr.[106]",https://en.wikipedia.org/wiki/Izola_Curry,2015-03-07 00:00:00,Izola Curry,98,American,assailant,
1265,"Sir Derek Day, 87, British diplomat, Ambassador to Ethiopia (1975–1978) and High Commissioner to Canada (1984–1987).[107]",https://en.wikipedia.org/wiki/Derek_Day,2015-03-07 00:00:00,Sir Derek Day,87,British,diplomat,
1266,"Trevor Griffin, 74, Australian politician, Attorney-General of South Australia (1979–1982, 1993–2001).[108]",https://en.wikipedia.org/wiki/Trevor_Griffin,2015-03-07 00:00:00,Trevor Griffin,74,Australian,politician,
1267,"Amalendu Guha, 91, Indian historian.[109]",https://en.wikipedia.org/wiki/Amalendu_Guha,2015-03-07 00:00:00,Amalendu Guha,91,Indian,historian,
1268,"Ray Hefferlin, 85, American physicist.[110]",https://en.wikipedia.org/wiki/Ray_Hefferlin,2015-03-07 00:00:00,Ray Hefferlin,85,American,physicist,
1269,"G. Karthikeyan, 66, Indian politician, Speaker of the Kerala Legislative Assembly (since 2011), liver cancer.[111]",https://en.wikipedia.org/wiki/G._Karthikeyan,2015-03-07 00:00:00,G. Karthikeyan,66,Indian,politician,liver cancer
1270,"F. Ray Keyser, Jr., 87, American politician, Governor of Vermont (1961–1963).[112]","https://en.wikipedia.org/wiki/F._Ray_Keyser,_Jr.",2015-03-07 00:00:00,"F. Ray Keyser, Jr.",87,American,politician,
1271,"Edmond Malinvaud, 91, French economist.[113]",https://en.wikipedia.org/wiki/Edmond_Malinvaud,2015-03-07 00:00:00,Edmond Malinvaud,91,French,economist,
1272,"Shinji Ogawa, 74, Japanese voice actor (The Rose of Versailles, Fist of the North Star), pneumonia.[114]",https://en.wikipedia.org/wiki/Shinji_Ogawa,2015-03-07 00:00:00,Shinji Ogawa,74,Japanese,voice actor,pneumonia
1273,"Glorianne Perrier, 85, American sprint canoer.[115]",https://en.wikipedia.org/wiki/Glorianne_Perrier,2015-03-07 00:00:00,Glorianne Perrier,85,American,sprint canoer,
1274,"Tomislav Radić, 74, Croatian film director.[116]",https://en.wikipedia.org/wiki/Tomislav_Radi%C4%87,2015-03-07 00:00:00,Tomislav Radić,74,Croatian,film director,
1275,"Brian Sutton-Smith, 90, New Zealand writer and play theorist, Alzheimer's disease.[117]",https://en.wikipedia.org/wiki/Brian_Sutton-Smith,2015-03-07 00:00:00,Brian Sutton-Smith,90,New Zealand,writer and play theorist,Alzheimer's disease
1276,"Yoshihiro Tatsumi, 79, Japanese manga author.[118]",https://en.wikipedia.org/wiki/Yoshihiro_Tatsumi,2015-03-07 00:00:00,Yoshihiro Tatsumi,79,Japanese,manga author,
1277,"Ross Turnbull, 74, Australian rugby union player (national team), cancer.[119]",https://en.wikipedia.org/wiki/Ross_Turnbull_(rugby_union),2015-03-07 00:00:00,Ross Turnbull,74,Australian,rugby union player,cancer
1278,"Neil Young, 78, Canadian politician.[120]",https://en.wikipedia.org/wiki/Neil_Young_(politician),2015-03-07 00:00:00,Neil Young,78,Canadian,politician,
1279,"Inezita Barroso, 90, Brazilian folk singer.[121]",https://en.wikipedia.org/wiki/Inezita_Barroso,2015-03-08 00:00:00,Inezita Barroso,90,Brazilian,folk singer,
1280,"Hans Bielenstein, 94, Swedish sinologist.[122]",https://en.wikipedia.org/wiki/Hans_Bielenstein,2015-03-08 00:00:00,Hans Bielenstein,94,Swedish,sinologist,
1281,"Francisco Cacharro, 78, Spanish politician, President of the Provincial Deputation of Lugo (1983–2007).[123]",https://en.wikipedia.org/wiki/Francisco_Cacharro,2015-03-08 00:00:00,Francisco Cacharro,78,Spanish,politician,
1282,"Brian Cahill, 84, Australian newsreader and politician.[124]",https://en.wikipedia.org/wiki/Brian_Cahill,2015-03-08 00:00:00,Brian Cahill,84,Australian,newsreader and politician,
1283,"Velayudhan Govindan, Indian cricketer. [125]",https://en.wikipedia.org/wiki/Velayudhan_Govindan,2015-03-08 00:00:00,Velayudhan Govindan,,Indian,cricketer,
1284,"Bengt Hägglund, 94, Swedish theologian.[126]",https://en.wikipedia.org/wiki/Bengt_H%C3%A4gglund,2015-03-08 00:00:00,Bengt Hägglund,94,Swedish,theologian,
1285,"Ernst Heincke, 83, German-born American Olympic sprint canoer (1968).[127]",https://en.wikipedia.org/wiki/Ernst_Heincke,2015-03-08 00:00:00,Ernst Heincke,83,German-born American,Olympic sprint canoer,
1286,"Pavlo Khudzik, 29, Ukrainian footballer (Lviv, Zorya), complications after traffic collision.[128]",https://en.wikipedia.org/wiki/Pavlo_Khudzik,2015-03-08 00:00:00,Pavlo Khudzik,29,Ukrainian,footballer,complications after traffic collision
1287,"Maria Kryuchkova, 26, Russian gymnast, Olympic bronze medalist (2004), embolism.[129]",https://en.wikipedia.org/wiki/Maria_Kryuchkova,2015-03-08 00:00:00,Maria Kryuchkova,26,Russian,gymnast,embolism
1288,"Lars Larsson, 52, Swedish footballer and coach, cancer.[130]",https://en.wikipedia.org/wiki/Lars_Larsson_(footballer),2015-03-08 00:00:00,Lars Larsson,52,Swedish,footballer and coach,cancer
1289,"Tjol Lategan, 89, South African rugby union player.[131]",https://en.wikipedia.org/wiki/Tjol_Lategan,2015-03-08 00:00:00,Tjol Lategan,89,South African,rugby union player,
1290,"Vinod Mehta, 73, Indian magazine and newspaper editor (The Pioneer, Outlook), multiple organ failure.[132]",https://en.wikipedia.org/wiki/Vinod_Mehta,2015-03-08 00:00:00,Vinod Mehta,73,Indian,magazine and newspaper editor,multiple organ failure
1291,"Ivan Messmer, 83, Canadian politician.[133]",https://en.wikipedia.org/wiki/Ivan_Messmer,2015-03-08 00:00:00,Ivan Messmer,83,Canadian,politician,
1292,"Sam Simon, 59, American writer, producer and director (The Simpsons, Cheers, The Drew Carey Show), colorectal cancer.[134]",https://en.wikipedia.org/wiki/Sam_Simon,2015-03-08 00:00:00,Sam Simon,59,American,writer,colorectal cancer
1293,"Gerardo Sofovich, 77, Argentine actor, director and television presenter, heart failure.[135]",https://en.wikipedia.org/wiki/Gerardo_Sofovich,2015-03-08 00:00:00,Gerardo Sofovich,77,Argentine,actor,heart failure
1294,"Lew Soloff, 71, American jazz trumpeter (Blood, Sweat & Tears), heart attack.[136]",https://en.wikipedia.org/wiki/Lew_Soloff,2015-03-08 00:00:00,Lew Soloff,71,American,jazz trumpeter,heart attack
1295,"Thadeus Wierucki, 80, Belgian cyclist. [1]",https://en.wikipedia.org/wiki/Thadeus_Wierucki,2015-03-08 00:00:00,Thadeus Wierucki,80,Belgian,cyclist,
1296,"Rico Alaniz, 95, Mexican-born American actor (The Life and Legend of Wyatt Earp).[137]",https://en.wikipedia.org/wiki/Rico_Alaniz,2015-03-09 00:00:00,Rico Alaniz,95,Mexican-born American,actor,
1297,"H. H. ter Balkt, 76, Dutch poet.[138]",https://en.wikipedia.org/wiki/H._H._ter_Balkt,2015-03-09 00:00:00,H. H. ter Balkt,76,Dutch,poet,
1298,"Jon Bridgman, 84, American historian.[139]",https://en.wikipedia.org/wiki/Jon_Bridgman,2015-03-09 00:00:00,Jon Bridgman,84,American,historian,
1299,"Jerry Brightman, 61, American pedal steel guitarist (Buck Owens).[140]",https://en.wikipedia.org/wiki/Jerry_Brightman,2015-03-09 00:00:00,Jerry Brightman,61,American,pedal steel guitarist,
1300,"David B. Frohnmayer, 74, American attorney, Oregon Attorney General (1981–1991), President of the University of Oregon (1994–2009), prostate cancer.[141]",https://en.wikipedia.org/wiki/David_B._Frohnmayer,2015-03-09 00:00:00,David B. Frohnmayer,74,American,attorney,prostate cancer
1301,"Gene Gene the Dancing Machine, 82, American stagehand and performer (The Gong Show), diabetes.[142]",https://en.wikipedia.org/wiki/Gene_Gene_the_Dancing_Machine,2015-03-09 00:00:00,Gene Gene the Dancing Machine,82,American,stagehand and performer,diabetes
1302,"Nkululeko Habedi, 38, South African rapper, stabbed.[143]",https://en.wikipedia.org/wiki/Nkululeko_Habedi,2015-03-09 00:00:00,Nkululeko Habedi,38,South African,rapper,stabbed
1303,"Jack Harte, 94, Irish politician, Senator (1973–1992).[144]",https://en.wikipedia.org/wiki/Jack_Harte_(politician),2015-03-09 00:00:00,Jack Harte,94,Irish,politician,
1304,"Lu Houmin, 86, Chinese photographer, cancer.[145]",https://en.wikipedia.org/wiki/Lu_Houmin,2015-03-09 00:00:00,Lu Houmin,86,Chinese,photographer,cancer
1305,"Wayne Kemp, 73, American country music singer and songwriter.[146]",https://en.wikipedia.org/wiki/Wayne_Kemp,2015-03-09 00:00:00,Wayne Kemp,73,American,country music singer and songwriter,
1306,"Otar Koberidze, 90, Georgian actor and film director.[147]",https://en.wikipedia.org/wiki/Otar_Koberidze,2015-03-09 00:00:00,Otar Koberidze,90,Georgian,actor and film director,
1307,"P. A. Sampath Kumar, 63, Indian New Testament scholar.[148]",https://en.wikipedia.org/wiki/P._A._Sampath_Kumar,2015-03-09 00:00:00,P. A. Sampath Kumar,63,Indian,New Testament scholar,
1308,"Jiří Matoušek, 51, Czech mathematician.[149]",https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Matou%C5%A1ek_(mathematician),2015-03-09 00:00:00,Jiří Matoušek,51,Czech,mathematician,
1309,"Stanislav Melnyk, 53, Ukrainian politician, member of the Verkhovna Rada (2006–2012), suicide by gunshot.[150]",https://en.wikipedia.org/wiki/Stanislav_Melnyk,2015-03-09 00:00:00,Stanislav Melnyk,53,Ukrainian,politician,suicide by gunshot
1310,"Windell Middlebrooks, 36, American actor (Body of Proof, The Suite Life on Deck, Scrubs), pulmonary embolism.[151]",https://en.wikipedia.org/wiki/Windell_Middlebrooks,2015-03-09 00:00:00,Windell Middlebrooks,36,American,actor,pulmonary embolism
1311,"James Molyneaux, Baron Molyneaux of Killead, 94, Northern Irish politician, UK MP for South Antrim (1970–1983) and Lagan Valley (1983–1997), member of the House of Lords (since 1997), leader of UUP (1979–1995).[152]","https://en.wikipedia.org/wiki/James_Molyneaux,_Baron_Molyneaux_of_Killead",2015-03-09 00:00:00,"James Molyneaux, Baron Molyneaux of Killead",94,Northern Irish,politician,
1312,"Jim Nelson, 77, Irish hurling manager (Antrim).[153]",https://en.wikipedia.org/wiki/Jim_Nelson_(hurling_manager),2015-03-09 00:00:00,Jim Nelson,77,Irish,hurling manager,
1313,"Juanita Morrow Nelson, 91, American civil rights activist.[154]",https://en.wikipedia.org/wiki/Juanita_Morrow_Nelson,2015-03-09 00:00:00,Juanita Morrow Nelson,91,American,civil rights activist,
1314,"Frei Otto, 89, German architect and structural engineer, winner of the Pritzker Architecture Prize (2015).[155]",https://en.wikipedia.org/wiki/Frei_Otto,2015-03-09 00:00:00,Frei Otto,89,German,architect and structural engineer,
1315,"Rigoberto Paredes, 67, Honduran poet and essayist.[156]",https://en.wikipedia.org/wiki/Rigoberto_Paredes,2015-03-09 00:00:00,Rigoberto Paredes,67,Honduran,poet and essayist,
1316,"Mukhammat Sabirov, 82, Russia engineer and politician, Prime Minister of Tatarstan (1991-1995).[157]",https://en.wikipedia.org/wiki/Mukhammat_Sabirov,2015-03-09 00:00:00,Mukhammat Sabirov,82,Russia,engineer and politician,
1317,"Lou Silverstone, 90, American comedy writer (Mad, Cracked).[158]",https://en.wikipedia.org/wiki/Lou_Silverstone,2015-03-09 00:00:00,Lou Silverstone,90,American,comedy writer,
1318,"Florence Arthaud, 57, sailor",https://en.wikipedia.org/wiki/Florence_Arthaud,2015-03-09 00:00:00,Florence Arthaud,57,,sailor,
1319,"Camille Muffat, 25, swimmer, Olympic gold medalist (2012)",https://en.wikipedia.org/wiki/Camille_Muffat,2015-03-09 00:00:00,Camille Muffat,25,,swimmer,
1320,"Alexis Vastine, 28, boxer, Olympic bronze medalist (2008)",https://en.wikipedia.org/wiki/Alexis_Vastine,2015-03-09 00:00:00,Alexis Vastine,28,,boxer,
1321,"Fred Fredericks, 85, American cartoonist (Mandrake the Magician).[160]",https://en.wikipedia.org/wiki/Fred_Fredericks,2015-03-10 00:00:00,Fred Fredericks,85,American,cartoonist,
